Attaching to 221_zk_1, 221_kafka_1, 221_connect_1
zk_1       | ZooKeeper JMX enabled by default
connect_1  | [2019-07-01 12:39:08,548] INFO AdminClientConfig values:
connect_1  |    bootstrap.servers = [kafka:9092]
connect_1  |    client.dns.lookup = default
connect_1  |    client.id =
connect_1  |    connections.max.idle.ms = 300000
connect_1  |    metadata.max.age.ms = 300000
connect_1  |    metric.reporters = []
connect_1  |    metrics.num.samples = 2
connect_1  |    metrics.recording.level = INFO
connect_1  |    metrics.sample.window.ms = 30000
connect_1  |    receive.buffer.bytes = 65536
connect_1  |    reconnect.backoff.max.ms = 1000
connect_1  |    reconnect.backoff.ms = 50
connect_1  |    request.timeout.ms = 120000
connect_1  |    retries = 5
connect_1  |    retry.backoff.ms = 100
connect_1  |    sasl.client.callback.handler.class = null
connect_1  |    sasl.jaas.config = null
connect_1  |    sasl.kerberos.kinit.cmd = /usr/bin/kinit
connect_1  |    sasl.kerberos.min.time.before.relogin = 60000
connect_1  |    sasl.kerberos.service.name = null
connect_1  |    sasl.kerberos.ticket.renew.jitter = 0.05
connect_1  |    sasl.kerberos.ticket.renew.window.factor = 0.8
connect_1  |    sasl.login.callback.handler.class = null
connect_1  |    sasl.login.class = null
connect_1  |    sasl.login.refresh.buffer.seconds = 300
connect_1  |    sasl.login.refresh.min.period.seconds = 60
connect_1  |    sasl.login.refresh.window.factor = 0.8
connect_1  |    sasl.login.refresh.window.jitter = 0.05
connect_1  |    sasl.mechanism = GSSAPI
connect_1  |    security.protocol = PLAINTEXT
connect_1  |    send.buffer.bytes = 131072
connect_1  |    ssl.cipher.suites = null
connect_1  |    ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
connect_1  |    ssl.endpoint.identification.algorithm = https
connect_1  |    ssl.key.password = null
connect_1  |    ssl.keymanager.algorithm = SunX509
connect_1  |    ssl.keystore.location = null
connect_1  |    ssl.keystore.password = null
connect_1  |    ssl.keystore.type = JKS
connect_1  |    ssl.protocol = TLS
connect_1  |    ssl.provider = null
connect_1  |    ssl.secure.random.implementation = null
connect_1  |    ssl.trustmanager.algorithm = PKIX
connect_1  |    ssl.truststore.location = null
connect_1  |    ssl.truststore.password = null
connect_1  |    ssl.truststore.type = JKS
connect_1  |  (org.apache.kafka.clients.admin.AdminClientConfig:279)
connect_1  | [2019-07-01 12:39:08,550] WARN The configuration 'config.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,550] WARN The configuration 'status.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,551] WARN The configuration 'group.id' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,551] WARN The configuration 'plugin.path' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,555] WARN The configuration 'internal.key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,555] WARN The configuration 'config.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,556] WARN The configuration 'offset.flush.interval.ms' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,557] WARN The configuration 'internal.key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,557] WARN The configuration 'key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,558] WARN The configuration 'port' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,558] WARN The configuration 'internal.value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,558] WARN The configuration 'status.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,559] WARN The configuration 'value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,559] WARN The configuration 'internal.value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,560] WARN The configuration 'offset.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,560] WARN The configuration 'offset.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,560] WARN The configuration 'value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,561] WARN The configuration 'key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:08,562] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:08,564] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
kafka_1    | [2019-07-01 12:39:08,591] INFO [Admin Manager on Broker 0]: Error processing create topic request for topic connect-configs with arguments (numPartitions=1, replicationFactor=1, replicasAssignments={}, configs={cleanup.policy=compact}) (kafka.server.AdminManager)
kafka_1    | org.apache.kafka.common.errors.TopicExistsException: Topic 'connect-configs' already exists.
connect_1  | [2019-07-01 12:39:08,594] INFO ProducerConfig values:
connect_1  |    acks = all
connect_1  |    batch.size = 16384
connect_1  |    bootstrap.servers = [kafka:9092]
connect_1  |    buffer.memory = 33554432
connect_1  |    client.dns.lookup = default
connect_1  |    client.id =
connect_1  |    compression.type = none
connect_1  |    connections.max.idle.ms = 540000
connect_1  |    delivery.timeout.ms = 2147483647
connect_1  |    enable.idempotence = false
connect_1  |    interceptor.classes = []
connect_1  |    key.serializer = class org.apache.kafka.common.serialization.StringSerializer
connect_1  |    linger.ms = 0
connect_1  |    max.block.ms = 60000
connect_1  |    max.in.flight.requests.per.connection = 1
connect_1  |    max.request.size = 1048576
connect_1  |    metadata.max.age.ms = 300000
connect_1  |    metric.reporters = []
connect_1  |    metrics.num.samples = 2
connect_1  |    metrics.recording.level = INFO
connect_1  |    metrics.sample.window.ms = 30000
connect_1  |    partitioner.class = class org.apache.kafka.clients.producer.internals.DefaultPartitioner
connect_1  |    receive.buffer.bytes = 32768
connect_1  |    reconnect.backoff.max.ms = 1000
connect_1  |    reconnect.backoff.ms = 50
connect_1  |    request.timeout.ms = 30000
connect_1  |    retries = 2147483647
connect_1  |    retry.backoff.ms = 100
connect_1  |    sasl.client.callback.handler.class = null
connect_1  |    sasl.jaas.config = null
connect_1  |    sasl.kerberos.kinit.cmd = /usr/bin/kinit
connect_1  |    sasl.kerberos.min.time.before.relogin = 60000
connect_1  |    sasl.kerberos.service.name = null
connect_1  |    sasl.kerberos.ticket.renew.jitter = 0.05
connect_1  |    sasl.kerberos.ticket.renew.window.factor = 0.8
connect_1  |    sasl.login.callback.handler.class = null
connect_1  |    sasl.login.class = null
connect_1  |    sasl.login.refresh.buffer.seconds = 300
connect_1  |    sasl.login.refresh.min.period.seconds = 60
connect_1  |    sasl.login.refresh.window.factor = 0.8
connect_1  |    sasl.login.refresh.window.jitter = 0.05
connect_1  |    sasl.mechanism = GSSAPI
connect_1  |    security.protocol = PLAINTEXT
connect_1  |    send.buffer.bytes = 131072
connect_1  |    ssl.cipher.suites = null
connect_1  |    ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
connect_1  |    ssl.endpoint.identification.algorithm = https
connect_1  |    ssl.key.password = null
connect_1  |    ssl.keymanager.algorithm = SunX509
connect_1  |    ssl.keystore.location = null
connect_1  |    ssl.keystore.password = null
connect_1  |    ssl.keystore.type = JKS
connect_1  |    ssl.protocol = TLS
connect_1  |    ssl.provider = null
connect_1  |    ssl.secure.random.implementation = null
connect_1  |    ssl.trustmanager.algorithm = PKIX
connect_1  |    ssl.truststore.location = null
connect_1  |    ssl.truststore.password = null
connect_1  |    ssl.truststore.type = JKS
connect_1  |    transaction.timeout.ms = 60000
connect_1  |    transactional.id = null
connect_1  |    value.serializer = class org.apache.kafka.common.serialization.ByteArraySerializer
connect_1  |  (org.apache.kafka.clients.producer.ProducerConfig:279)
connect_1  | [2019-07-01 12:39:08,602] WARN The configuration 'group.id' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,603] WARN The configuration 'plugin.path' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,603] WARN The configuration 'internal.key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,604] WARN The configuration 'status.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,604] WARN The configuration 'offset.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,605] WARN The configuration 'value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,605] WARN The configuration 'key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,605] WARN The configuration 'config.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,606] WARN The configuration 'status.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,606] WARN The configuration 'config.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,607] WARN The configuration 'offset.flush.interval.ms' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,607] WARN The configuration 'internal.key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,607] WARN The configuration 'key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,607] WARN The configuration 'port' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,608] WARN The configuration 'internal.value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,608] WARN The configuration 'value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,608] WARN The configuration 'internal.value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,608] WARN The configuration 'offset.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:08,609] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:08,609] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
connect_1  | [2019-07-01 12:39:08,610] INFO ConsumerConfig values:
connect_1  |    auto.commit.interval.ms = 5000
connect_1  |    auto.offset.reset = earliest
connect_1  |    bootstrap.servers = [kafka:9092]
connect_1  |    check.crcs = true
connect_1  |    client.dns.lookup = default
connect_1  |    client.id =
connect_1  |    connections.max.idle.ms = 540000
connect_1  |    default.api.timeout.ms = 60000
connect_1  |    enable.auto.commit = false
connect_1  |    exclude.internal.topics = true
connect_1  |    fetch.max.bytes = 52428800
connect_1  |    fetch.max.wait.ms = 500
connect_1  |    fetch.min.bytes = 1
connect_1  |    group.id = connect-cluster-A
connect_1  |    heartbeat.interval.ms = 3000
connect_1  |    interceptor.classes = []
connect_1  |    internal.leave.group.on.close = true
connect_1  |    isolation.level = read_uncommitted
connect_1  |    key.deserializer = class org.apache.kafka.common.serialization.StringDeserializer
connect_1  |    max.partition.fetch.bytes = 1048576
connect_1  |    max.poll.interval.ms = 300000
connect_1  |    max.poll.records = 500
connect_1  |    metadata.max.age.ms = 300000
connect_1  |    metric.reporters = []
connect_1  |    metrics.num.samples = 2
connect_1  |    metrics.recording.level = INFO
connect_1  |    metrics.sample.window.ms = 30000
connect_1  |    partition.assignment.strategy = [class org.apache.kafka.clients.consumer.RangeAssignor]
connect_1  |    receive.buffer.bytes = 65536
connect_1  |    reconnect.backoff.max.ms = 1000
connect_1  |    reconnect.backoff.ms = 50
connect_1  |    request.timeout.ms = 30000
connect_1  |    retry.backoff.ms = 100
connect_1  |    sasl.client.callback.handler.class = null
connect_1  |    sasl.jaas.config = null
connect_1  |    sasl.kerberos.kinit.cmd = /usr/bin/kinit
connect_1  |    sasl.kerberos.min.time.before.relogin = 60000
connect_1  |    sasl.kerberos.service.name = null
connect_1  |    sasl.kerberos.ticket.renew.jitter = 0.05
connect_1  |    sasl.kerberos.ticket.renew.window.factor = 0.8
connect_1  |    sasl.login.callback.handler.class = null
connect_1  |    sasl.login.class = null
connect_1  |    sasl.login.refresh.buffer.seconds = 300
connect_1  |    sasl.login.refresh.min.period.seconds = 60
connect_1  |    sasl.login.refresh.window.factor = 0.8
connect_1  |    sasl.login.refresh.window.jitter = 0.05
connect_1  |    sasl.mechanism = GSSAPI
connect_1  |    security.protocol = PLAINTEXT
connect_1  |    send.buffer.bytes = 131072
connect_1  |    session.timeout.ms = 10000
connect_1  |    ssl.cipher.suites = null
connect_1  |    ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
connect_1  |    ssl.endpoint.identification.algorithm = https
connect_1  |    ssl.key.password = null
connect_1  |    ssl.keymanager.algorithm = SunX509
connect_1  |    ssl.keystore.location = null
connect_1  |    ssl.keystore.password = null
connect_1  |    ssl.keystore.type = JKS
connect_1  |    ssl.protocol = TLS
connect_1  |    ssl.provider = null
connect_1  |    ssl.secure.random.implementation = null
connect_1  |    ssl.trustmanager.algorithm = PKIX
connect_1  |    ssl.truststore.location = null
connect_1  |    ssl.truststore.password = null
connect_1  |    ssl.truststore.type = JKS
connect_1  |    value.deserializer = class org.apache.kafka.common.serialization.ByteArrayDeserializer
connect_1  |  (org.apache.kafka.clients.consumer.ConsumerConfig:279)
connect_1  | [2019-07-01 12:39:08,614] WARN The configuration 'config.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,615] WARN The configuration 'status.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,615] WARN The configuration 'plugin.path' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,616] WARN The configuration 'internal.key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,621] WARN The configuration 'config.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,621] WARN The configuration 'offset.flush.interval.ms' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,621] WARN The configuration 'internal.key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,622] WARN The configuration 'key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,622] WARN The configuration 'port' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,622] WARN The configuration 'internal.value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,622] WARN The configuration 'status.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,623] WARN The configuration 'value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,623] WARN The configuration 'internal.value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,623] WARN The configuration 'offset.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,623] WARN The configuration 'offset.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,623] WARN The configuration 'value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,624] WARN The configuration 'key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,624] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:08,624] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
connect_1  | [2019-07-01 12:39:08,644] INFO [Consumer clientId=consumer-3, groupId=connect-cluster-A] Subscribed to partition(s): connect-configs-0 (org.apache.kafka.clients.consumer.KafkaConsumer:1090)
connect_1  | [2019-07-01 12:39:08,647] INFO Cluster ID: BDDF9e57RLu8iD_aMyORAQ (org.apache.kafka.clients.Metadata:365)
connect_1  | [2019-07-01 12:39:08,654] INFO [Consumer clientId=consumer-3, groupId=connect-cluster-A] Resetting offset for partition connect-configs-0 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,666] INFO Finished reading KafkaBasedLog for topic connect-configs (org.apache.kafka.connect.util.KafkaBasedLog:158)
connect_1  | [2019-07-01 12:39:08,667] INFO Started KafkaBasedLog for topic connect-configs (org.apache.kafka.connect.util.KafkaBasedLog:160)
connect_1  | [2019-07-01 12:39:08,667] INFO Started KafkaConfigBackingStore (org.apache.kafka.connect.storage.KafkaConfigBackingStore:253)
connect_1  | [2019-07-01 12:39:08,668] INFO Herder started (org.apache.kafka.connect.runtime.distributed.DistributedHerder:216)
connect_1  | [2019-07-01 12:39:08,678] INFO Cluster ID: BDDF9e57RLu8iD_aMyORAQ (org.apache.kafka.clients.Metadata:365)
connect_1  | [2019-07-01 12:39:08,683] INFO [Worker clientId=connect-1, groupId=connect-cluster-A] Discovered group coordinator kafka:9092 (id: 2147483647 rack: null) (org.apache.kafka.clients.consumer.internals.AbstractCoordinator:675)
connect_1  | [2019-07-01 12:39:08,685] INFO [Worker clientId=connect-1, groupId=connect-cluster-A] (Re-)joining group (org.apache.kafka.clients.consumer.internals.AbstractCoordinator:491)
kafka_1    | [2019-07-01 12:39:08,700] INFO [GroupCoordinator 0]: Preparing to restabilize group connect-cluster-A with old generation 11 (kafka.coordinator.GroupCoordinator)
kafka_1    | [2019-07-01 12:39:08,713] INFO [GroupCoordinator 0]: Stabilized group connect-cluster-A generation 12 (kafka.coordinator.GroupCoordinator)
connect_1  | [2019-07-01 12:39:08,716] INFO Cluster ID: BDDF9e57RLu8iD_aMyORAQ (org.apache.kafka.clients.Metadata:365)
kafka_1    | [2019-07-01 12:39:08,729] INFO [GroupCoordinator 0]: Assignment received from leader for group connect-cluster-A for generation 12 (kafka.coordinator.GroupCoordinator)
connect_1  | [2019-07-01 12:39:08,775] INFO [Worker clientId=connect-1, groupId=connect-cluster-A] Successfully joined group with generation 12 (org.apache.kafka.clients.consumer.internals.AbstractCoordinator:455)
connect_1  | [2019-07-01 12:39:08,777] INFO Joined group and got assignment: Assignment{error=0, leader='connect-1-6bbd4dc0-ed15-4d17-8373-304bbad4803e', leaderUrl='http://172.21.0.4:8083/', offset=1, connectorIds=[jdbc-source-connector], taskIds=[]} (org.apache.kafka.connect.runtime.distributed.DistributedHerder:1216)
connect_1  | [2019-07-01 12:39:08,778] WARN Catching up to assignment's config offset. (org.apache.kafka.connect.runtime.distributed.DistributedHerder:775)
connect_1  | [2019-07-01 12:39:08,779] INFO Current config state offset -1 is behind group assignment 1, reading to end of config log (org.apache.kafka.connect.runtime.distributed.DistributedHerder:820)
connect_1  | [2019-07-01 12:39:09,168] INFO Finished reading to end of log and updated config snapshot, new config log offset: 1 (org.apache.kafka.connect.runtime.distributed.DistributedHerder:824)
connect_1  | [2019-07-01 12:39:09,168] INFO Starting connectors and tasks using config offset 1 (org.apache.kafka.connect.runtime.distributed.DistributedHerder:850)
connect_1  | [2019-07-01 12:39:09,170] INFO Starting connector jdbc-source-connector (org.apache.kafka.connect.runtime.distributed.DistributedHerder:904)
connect_1  | [2019-07-01 12:39:09,175] INFO ConnectorConfig values:
connect_1  |    config.action.reload = restart
connect_1  |    connector.class = com.it.ibm.kafka.connectors.JdbcSourceConnector
connect_1  |    errors.log.enable = false
connect_1  |    errors.log.include.messages = false
connect_1  |    errors.retry.delay.max.ms = 60000
connect_1  |    errors.retry.timeout = 0
connect_1  |    errors.tolerance = none
connect_1  |    header.converter = null
connect_1  |    key.converter = null
connect_1  |    name = jdbc-source-connector
connect_1  |    tasks.max = 10
connect_1  |    transforms = []
connect_1  |    value.converter = null
connect_1  |  (org.apache.kafka.connect.runtime.ConnectorConfig:279)
connect_1  | [2019-07-01 12:39:09,176] INFO EnrichedConnectorConfig values:
connect_1  |    config.action.reload = restart
connect_1  |    connector.class = com.it.ibm.kafka.connectors.JdbcSourceConnector
connect_1  |    errors.log.enable = false
connect_1  |    errors.log.include.messages = false
connect_1  |    errors.retry.delay.max.ms = 60000
connect_1  |    errors.retry.timeout = 0
connect_1  |    errors.tolerance = none
connect_1  |    header.converter = null
connect_1  |    key.converter = null
connect_1  |    name = jdbc-source-connector
connect_1  |    tasks.max = 10
connect_1  |    transforms = []
connect_1  |    value.converter = null
connect_1  |  (org.apache.kafka.connect.runtime.ConnectorConfig$EnrichedConnectorConfig:279)
connect_1  | [2019-07-01 12:39:09,176] INFO Creating connector jdbc-source-connector of type com.it.ibm.kafka.connectors.JdbcSourceConnector (org.apache.kafka.connect.runtime.Worker:225)
connect_1  | [DEBUG] 2019-07-01 12:39:09.185 [pool-7-thread-1] JdbcSourceConnector - version source
connect_1  | [DEBUG] 2019-07-01 12:39:09.186 [pool-7-thread-1] JdbcSourceConnector - version source
connect_1  | [2019-07-01 12:39:09,187] INFO Instantiated connector jdbc-source-connector with version N/A of type class com.it.ibm.kafka.connectors.JdbcSourceConnector (org.apache.kafka.connect.runtime.Worker:228)
connect_1  | [DEBUG] 2019-07-01 12:39:09.188 [pool-7-thread-1] JdbcSourceConnector - start
connect_1  | [DEBUG] 2019-07-01 12:39:09.189 [pool-7-thread-1] JdbcSourceConnectorConfig - JdbcSourceConnectorConfig conf
connect_1  | [2019-07-01 12:39:09,189] INFO JdbcSourceConnectorConfig values:
connect_1  |    connection.url = mysql://fakehost:9000
connect_1  |  (com.it.ibm.kafka.connectors.source.JdbcSourceConnectorConfig:279)
connect_1  | [DEBUG] 2019-07-01 12:39:09.189 [pool-7-thread-1] JdbcSourceConnectorConfig - JdbcSourceConnectorConfig 1
connect_1  | [DEBUG] 2019-07-01 12:39:09.190 [pool-7-thread-1] JdbcSourceConnectorConfig - JdbcSourceConnectorConfig
connect_1  | [DEBUG] 2019-07-01 12:39:09.190 [pool-7-thread-1] JdbcSourceConnectorConfig - {connector.class=com.it.ibm.kafka.connectors.JdbcSourceConnector, flush.size=100, tasks.max=10, topics=test-topic, name=jdbc-source-connector, rotate.interval.ms=1000, connection.url=mysql://fakehost:9000}
connect_1  | [DEBUG] 2019-07-01 12:39:09.191 [pool-7-thread-1] JdbcSourceConnectorConfig - JdbcSourceConnectorConfig - end
connect_1  | [2019-07-01 12:39:09,250] INFO Finished creating connector jdbc-source-connector (org.apache.kafka.connect.runtime.Worker:247)
connect_1  | [2019-07-01 12:39:09,258] INFO SourceConnectorConfig values:
connect_1  |    config.action.reload = restart
connect_1  |    connector.class = com.it.ibm.kafka.connectors.JdbcSourceConnector
connect_1  |    errors.log.enable = false
connect_1  |    errors.log.include.messages = false
connect_1  |    errors.retry.delay.max.ms = 60000
connect_1  |    errors.retry.timeout = 0
connect_1  |    errors.tolerance = none
connect_1  |    header.converter = null
connect_1  |    key.converter = null
connect_1  |    name = jdbc-source-connector
connect_1  |    tasks.max = 10
connect_1  |    transforms = []
connect_1  |    value.converter = null
connect_1  |  (org.apache.kafka.connect.runtime.SourceConnectorConfig:279)
connect_1  | [2019-07-01 12:39:09,259] INFO EnrichedConnectorConfig values:
connect_1  |    config.action.reload = restart
connect_1  |    connector.class = com.it.ibm.kafka.connectors.JdbcSourceConnector
connect_1  |    errors.log.enable = false
connect_1  |    errors.log.include.messages = false
connect_1  |    errors.retry.delay.max.ms = 60000
connect_1  |    errors.retry.timeout = 0
connect_1  |    errors.tolerance = none
connect_1  |    header.converter = null
connect_1  |    key.converter = null
connect_1  |    name = jdbc-source-connector
connect_1  |    tasks.max = 10
connect_1  |    transforms = []
connect_1  |    value.converter = null
connect_1  |  (org.apache.kafka.connect.runtime.ConnectorConfig$EnrichedConnectorConfig:279)
connect_1  | [DEBUG] 2019-07-01 12:39:09.259 [pool-7-thread-1] JdbcSourceConnector - taskClass
connect_1  | [2019-07-01 12:39:09,260] ERROR Failed to reconfigure connector's tasks, retrying after backoff: (org.apache.kafka.connect.runtime.distributed.DistributedHerder:958)
connect_1  | java.lang.NullPointerException
connect_1  |    at org.apache.kafka.connect.runtime.Worker.connectorTaskConfigs(Worker.java:294)
connect_1  |    at org.apache.kafka.connect.runtime.distributed.DistributedHerder.reconfigureConnector(DistributedHerder.java:997)
connect_1  |    at org.apache.kafka.connect.runtime.distributed.DistributedHerder.reconfigureConnectorTasksWithRetry(DistributedHerder.java:950)
connect_1  |    at org.apache.kafka.connect.runtime.distributed.DistributedHerder.startConnector(DistributedHerder.java:914)
connect_1  |    at org.apache.kafka.connect.runtime.distributed.DistributedHerder.access$1300(DistributedHerder.java:110)
connect_1  |    at org.apache.kafka.connect.runtime.distributed.DistributedHerder$15.call(DistributedHerder.java:924)
connect_1  |    at org.apache.kafka.connect.runtime.distributed.DistributedHerder$15.call(DistributedHerder.java:920)
connect_1  |    at java.util.concurrent.FutureTask.run(FutureTask.java:266)
connect_1  |    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
connect_1  |    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
connect_1  |    at java.lang.Thread.run(Thread.java:745)
connect_1  | [2019-07-01 12:39:09,271] INFO Finished starting connectors and tasks (org.apache.kafka.connect.runtime.distributed.DistributedHerder:860)
connect_1  | [2019-07-01 12:39:09,521] INFO SourceConnectorConfig values:
connect_1  |    config.action.reload = restart
connect_1  |    connector.class = com.it.ibm.kafka.connectors.JdbcSourceConnector
